"package","version","hash","analysis"
react-wz-cli,1.2.19,bac3d81fba08ac1bc73a18be9844fe87,benign
react-wz-cli,3.0.17,32dcbfe84443f091a4104581f45c077e,benign
react-wz-cli,1.0.7,6ea63f0b135ac564480d41fbf83cfd59,benign
react-wz-cli,1.3.5,a4813f4d938d558330f209988da6398e,benign
react-wz-cli,1.3.24,d9c65f7ee1268947519c828dad495ae6,benign
react-wz-cli,1.2.18,bc5beb197b7c3e3c63be1d541a949440,benign
react-wz-cli,3.0.32,bdaa162580a084e02624e6b39eb8a44f,benign
react-wz-cli,1.2.11,abcf7980594ccff5b177539a9fa02beb,benign
react-wz-cli,1.2.5,135c63c19b0f64b2c1314b5bbb85e5bf,benign
react-wz-cli,1.2.14,2e1c271ed40be0733b66268ff757690e,benign
react-wz-cli,1.1.10,733a554b288a53d199cd0ff50d9b09c7,benign
react-wz-cli,3.0.38,9394de8ec96e04d2772460880871ddce,benign
react-wz-cli,1.1.11,63b865af5e772686437a3574b0ba35c0,benign
react-wz-cli,3.0.20,e9dc89ef53e912eb332e1102226c52aa,benign
react-wz-cli,3.0.22,783829e4e2c52dae2df8fff88f1801c0,benign
react-wz-cli,2.0.4,68f3a10db949de664cbf9ad7e41616a9,benign
react-wz-cli,2.0.5,df5badb7fc3d7e5a552079254d31e4b9,benign
react-wz-cli,3.0.26,4c4dd8d2cfa1c79270af0cd1c3db64af,benign
react-wz-cli,2.1.4,c85d7f2df283166975d2da48f063d1f0,benign
react-wz-cli,1.1.6,6f73de32262b0486d8066de5ec9452ef,benign
react-wz-cli,1.2.20,923bedcea389185089916b511fcaef73,benign
react-wz-cli,3.0.30,0f1a798d8f94558660cd1a220c9cb163,benign
react-wz-cli,1.3.1,2eb2d1a8d33f2c2b643d77299905f738,benign
react-wz-cli,1.2.22,1755a8a38f76e99034d014151c88fbd6,benign
react-wz-cli,3.0.21,329aa60f4119784aa32a7f88378599ba,benign
react-wz-cli,1.3.22,f24ede7515dbc3f5274d4de6fd64715d,benign
react-wz-cli,1.2.17,7310fe1fcd8deb3df94b415d4715f339,benign
react-wz-cli,1.2.9,f9fe833e9a7e4536e8247f7792dad32a,benign
react-wz-cli,1.2.13,8afd011f240f256a31169817bad5e092,benign
react-wz-cli,3.0.7,76f9756db90c082a64ba941be89df87b,benign
react-wz-cli,1.1.12,900068c5c24cb6dbdb4c6158df0decf2,benign
react-wz-cli,1.0.5,13ab5a664e3f7631694d2c67fed32e89,benign
react-wz-cli,3.0.10,aed171b6ace51f9776fb63ff2173fbb6,benign
react-wz-cli,1.2.12,5b2cda58ac29657c315c72e0643ac118,benign
react-wz-cli,3.0.19,d10f94b38c74271e2203928b9dfbdcf5,benign
react-wz-cli,1.3.9,27f6135294258766cfecf903f60e040c,benign
react-wz-cli,1.1.1,34f72bfd51361d47a84a629fc08f3be4,benign
react-wz-cli,1.1.2,f161aac2bf54914f0ded9b4ff88e8f82,benign
react-wz-cli,3.0.16,0b1715e16593dc3fc0b02649cfc0efca,benign
react-wz-cli,1.2.7,b1a1d66c1c3aeabf8703d8fdf3f21e52,benign
react-wz-cli,3.0.28,b20815a7d88f9db8d6668fd68bcc7251,benign
react-wz-cli,1.0.8,971dc498569fc063a5e3578bd01a0246,benign
react-wz-cli,3.0.33,8a2c69cd5f04c01c53609adf89ef01f7,benign
react-wz-cli,1.2.21,c88d98779fe184f8ae15b9a4ca8e5b4e,benign
react-wz-cli,1.3.8,f9f701f8b146ac6a61e84c17d46ec376,benign
react-wz-cli,1.1.4,55811c84f9395e40ea2c39ae572c85e1,benign
react-wz-cli,3.0.24,783829e4e2c52dae2df8fff88f1801c0,benign
react-wz-cli,3.0.36,98e069868011e5149657e53b8c3cb925,benign
react-wz-cli,1.0.12,2c2e0a500648b6965a7faf5cd85f8890,benign
react-wz-cli,1.2.8,f9fe833e9a7e4536e8247f7792dad32a,benign
react-wz-cli,2.0.6,b1a4e61d574550e1fdac943c7f845139,benign
react-wz-cli,1.1.3,f161aac2bf54914f0ded9b4ff88e8f82,benign
react-wz-cli,3.0.35,35bce5d94a623e842b4cb0a4c6a9e1c6,benign
react-wz-cli,3.0.34,ae58ff5ed541a78fe96ab5770f92538c,benign
react-wz-cli,3.0.31,41bb17d5217a03805fcedf0c8fb1ce4e,benign
react-wz-cli,3.0.25,548b3f2406b0b3fa2bcb67216f23e5fe,benign
react-wz-cli,2.0.2,cd692f2393a49ce04cafcc5902f86203,benign
react-wz-cli,1.2.10,f4ef75046d82ca8af30e39fa2cb21be3,benign
react-wz-cli,1.0.2,1c7e2a4bd1922bdfd0b7aa01ebf651bf,benign
react-wz-cli,3.0.39,b999f8c6c54f300bb2e7ae3bd3654ad9,benign
react-wz-cli,1.0.11,2dd6d12da3c4494687bac5fe7786ff2c,benign
react-wz-cli,3.0.18,76d15422d0186b74a1a8ac62abfdf057,benign
react-wz-cli,1.3.0,843f2547fc2867ed2cd0435dcd2ffdb2,benign
react-wz-cli,1.2.1,900068c5c24cb6dbdb4c6158df0decf2,benign
react-wz-cli,1.2.2,5bf4abef74610973e72d941d63ec689a,benign
react-wz-cli,1.1.0,2c2e0a500648b6965a7faf5cd85f8890,benign
react-wz-cli,1.2.16,185e489bc8769266142f4cfbe12c995c,benign
react-wz-cli,1.1.8,63b865af5e772686437a3574b0ba35c0,benign
react-wz-cli,1.0.9,8b178b8036608d1c620c690cbba3efb9,benign
react-wz-cli,3.0.27,5d22d5946ee6cc8c64c45efcfc59c961,benign
react-wz-cli,3.0.23,c7914b5b6ddfc0a498c9265d4f32cc0f,benign
react-wz-cli,3.0.29,ba3d366e44487d18b1c62ce57abaefe5,benign
react-wz-cli,3.0.13,06352f6da1fd216cf0042afb77f29488,benign
react-wz-cli,1.0.13,2c2e0a500648b6965a7faf5cd85f8890,benign
react-wz-cli,1.2.15,fd88672ad2c553215c55ef3349b76da9,benign
react-wz-cli,1.3.25,06b1ad5138fbcb7599571b43cbf8d710,benign
react-wz-cli,3.0.37,a8bec6d66a495ce2873f550f2a6df1c6,benign
react-wz-cli,1.2.4,5bf4abef74610973e72d941d63ec689a,benign
react-wz-cli,3.0.15,40a010664d6fe4af62671a3fb3f63449,benign
react-wz-cli,1.3.4,2841a5ce3bb6edd087d68a539aa1b234,benign
react-wz-cli,1.0.3,aeb995318fbf6c88453a7779f90b1545,benign
@firebase@remote-config-compat,0.2.11,54fc76a6024dc52dc6ce3f77450a91f8,benign
@leichtgewicht@ip-codec,2.0.5,eb965786b76f841873554d4453136be8,benign
cordova-plugin-china-picker,1.0.903,14bbae002b3b0b1d39af18d5e62a4694,benign
cordova-plugin-china-picker,1.0.909,ee0e727f95132dc796cf77cb93f94876,benign
cordova-plugin-china-picker,1.0.6,bf86f3722cff781ac74acf13732dcf3f,benign
cordova-plugin-china-picker,1.0.7,e1d3d6c29a9a1e05b12fd7f4551ab4ba,benign
cordova-plugin-china-picker,1.0.905,925ba00fb5fa97d1ee616e457d10aa86,benign
cordova-plugin-china-picker,1.0.906,fc554b51792ebbde1cbadc166a8a0a8a,benign
cordova-plugin-china-picker,1.0.908,50afe0a979d4294510324e43d14d1af5,benign
cordova-plugin-china-picker,1.0.902,c5a8070adcca1f7cbfe519fc87b8ffe4,benign
cordova-plugin-china-picker,1.0.907,941ad202f26b8b14b0f3553c7322241d,benign
cordova-plugin-china-picker,1.0.5,20dd2ecd6e27c9c3ecef689dfe920904,benign
cordova-plugin-china-picker,1.0.901,7417e3a7e173370c1b21fa615a819e96,benign
cordova-plugin-china-picker,1.0.8,e43b9f4966614f8623c2b075359bb697,benign
cordova-plugin-china-picker,1.0.4,294edb5470a3784cb57bd98deafa15e2,benign
cordova-plugin-china-picker,1.0.904,a347c967505b1063ef2e5f9fa67e8457,benign
cordova-plugin-china-picker,1.0.2,4b150b9085e6b341c23f53ac28829129,benign
cordova-plugin-china-picker,1.0.9,98200edbb3b2fa822042270e2f308cea,benign
cordova-plugin-china-picker,1.0.1,7827d5700410e0d9388217654aaafdf1,benign
cordova-plugin-china-picker,1.0.3,740d841c5776d29b8a27965ea7272b99,benign
@smithy@invalid-dependency,3.0.11,b4ad3330816bf406a775e8e352b4ab08,benign
@smithy@md5-js,3.0.11,e9f5b6c3723a973bc88caa703d40a32c,benign
codify,0.3.0,10718c93ee6a34676b54c501f1f175bb,benign
codify,0.2.0,03e2a20d8021c7a09fb390644e863844,benign
@statoscope@stats-extension-package-info,5.28.1,bffd6e477d5d77e4995dd49261c78a0c,benign
kraken-api,0.1.6,255335fe9662270b50665020e3b88fb6,benign
kraken-api,0.1.1,a2427665b6b09e706d3c7f78915c0300,benign
kraken-api,0.1.5,793c95b96d297647a988d4af0e42cdc7,benign
kraken-api,0.0.7,d2676039bbb114fd24f880dc03fcc1f3,benign
kraken-api,0.0.9,93cbacd25654d291525a0469bdab053d,benign
@npmcli@metavuln-calculator,9.0.0,427f120073ebf60dc62b71310e57cb50,benign
which-pm,3.0.0,7b6bd1a1436179c42da7f98e32e685c6,benign
@wdio@protocols,9.2.2,6d552d66da8809ef9736e0cf530e966e,benign
pyodide,0.26.4,3780c97e1ce7b7fc105da893e26f4044,benign
sk_element,1.0.2,5124e35bf8ebf4877ca8687e6dd0f8ad,benign
sk_element,1.0.0,99a5aa1be28924bdb5118e5a265d0a4b,benign
sk_element,1.0.3,981e6f21ef86daf3ff24e542c957c94b,benign
@module-federation@enhanced,0.8.4,f83c19a9f2940617635c8438fabcb9f3,benign
@inversifyjs@core,1.3.5,95d58c141b5d2d5abb5d368b6f5b795f,benign
web3-core-subscriptions,1.10.3,b0839393e85c078cca8c9abd6a08ecdc,benign
@lexical@offset,0.21.0,15d604f23d963b8b0461cffab5ce0945,benign
react-dom,19.0.0,425d15df3a8f62d29fc50d009c09648e,benign
yoctocolors,2.1.1,a755073ff57cb5ce90d5c7f9390580a7,benign
undici-types,7.1.0,4e6edfb650127c3358e1d20f127270e3,benign
@tanbo@di,0.0.20,ba973d6212f768c494517686d3074d6f,benign
@tanbo@di,0.0.27,68f58fd339ab6bc939d9f8f5b065a94b,benign
@tanbo@di,0.0.7,69bb1ad44b8e089e46d842bb25da7ed2,benign
@tanbo@di,1.0.6,ca441aab7c1f2c4e442db14444b692d1,benign
@tanbo@di,0.0.22,0b34a828d5bf719521ab7d41e0183e9f,benign
@tanbo@di,0.0.10,c8f1101e420c51543063139238dbb938,benign
@tanbo@di,0.0.9,7592fda2b5f68ef3917288de56f246a7,benign
@tanbo@di,1.0.7,bbd7581d0e24a1f10b39d6f9e9137030,benign
@tanbo@di,0.0.28,339523f1dd358710306f85a780027b9b,benign
@tanbo@di,0.0.21,5a64ac76a6cf43a84e8b73bc91d6c23f,benign
@tanbo@di,0.0.1,331f9da81b5d2c97638371f54a964a0d,benign
@tanbo@di,0.0.5,ba7693287456f475229683ea88f33c39,benign
@tanbo@di,0.0.19,272078d1aef553829ac087c9f1b1791e,benign
@tanbo@di,0.0.14,4e8bafdc00f8b0ba0deef4ef993bdef2,benign
@tanbo@di,1.1.6,8349dceaa3c8997abc59f087c8a64a1f,benign
@tanbo@di,0.0.36,f6fe6bb1c0560fdd63ed1aae9706f71e,benign
@tanbo@di,0.0.31,1322e51b73083a05bc147ce72c58b9c1,benign
@tanbo@di,0.0.2,4317d06daa54cc42a1938ba8df3a46a2,benign
@tanbo@di,0.0.8,30cdea1ecfc766884d1174585d71516c,benign
@tanbo@di,0.0.25,99a5bdd83d7b51ed677c4a0678ae8515,benign
@tanbo@di,1.0.5,d657f463fb11f2ae5c00d580e569cacf,benign
@tanbo@di,0.0.16,a44f5ccf4716750e8ea2b809e81eae12,benign
@tanbo@di,1.1.1,90fa777240a1383124267bfffab7382a,benign
@tanbo@di,1.1.2,5f6d20b0dddc06580e5681219ceffea7,benign
@tanbo@di,0.0.30,d49fc4d0736db53271f2a762a4a9e6cd,benign
@tanbo@di,0.0.11,b19833d94c9a7c725939b2544be7bb67,benign
@tanbo@di,0.0.15,5aaf59cdfd7de03a79853ea9ca8480a7,benign
@tanbo@di,1.0.4,c1cb46e11161eb057304b95259131607,benign
@tanbo@di,0.0.35,0cdd471e86bf70acb06ab06b8ff85169,benign
@tanbo@di,0.0.4,5c30501f957fff1f5de8c0332f3c64c3,benign
@tanbo@di,1.1.4,96b0fba5d112d12ef12944a597922929,benign
@tanbo@di,0.0.26,fd2964580bb08c7fc982b57590099a18,benign
@tanbo@di,0.0.37,d3abedbb573bde32f7ab1beefbf88369,benign
@tanbo@di,0.0.24,558aaee14d7e99dc5f9b46008b65b25b,benign
@tanbo@di,0.0.6,f914a90b07099066bf3a1c70b3a1f609,benign
@tanbo@di,0.0.33,42ef65cbd5190cb92dc711dc3ff03ce5,benign
@tanbo@di,1.1.3,37a1506b5cd79382631ecfe2efa49f94,benign
@tanbo@di,0.0.17,e814abdf76623748af8ad323f21412c5,benign
@tanbo@di,0.0.13,1a6a44167da10634d1cfe55fdb5776f9,benign
@tanbo@di,1.1.7,c919329935887164e94f4e8b24688957,benign
@tanbo@di,0.0.18,5bf7dbc5aae5ea62999d51ae0bddd2ec,benign
@tanbo@di,0.0.32,bde47e27c0eb14d4cf38c92914704c3e,benign
@tanbo@di,0.0.34,672d5d55287916239f09ed4a127661b9,benign
@tanbo@di,1.0.2,d45dbbd88537da36ad9eb9c7b29fdedd,benign
@tanbo@di,1.0.0-alpha.0,37c560922767e9468a3b404e795c419a,benign
@tanbo@di,1.1.0,21822dd4c7ef75aff30267d91a8af2cd,benign
@tanbo@di,1.1.8,73edc0a685bba9b8f5e665c9ddf7b759,benign
@tanbo@di,0.0.29,aae303d113465d215a5034e3bb282bf8,benign
@tanbo@di,1.0.1,ad506ce6d0454a2793457b10b2a059b5,benign
@tanbo@di,0.0.12,238ba461f941c33dd7a55dc04850447e,benign
@tanbo@di,1.1.5,e1309de82f643855a828be6c578f1c0c,benign
@tanbo@di,0.0.23,0f14610e46a2060172dbd61a8952550d,benign
@tanbo@di,1.0.0,82d033d0ce9ad41c2998497d6959c122,benign
@tanbo@di,1.0.3,a2eedb671167c8daee813f2a5effdf09,benign
path2,0.1.0,dc2545f2e5a5fbb066900c95b62c762f,benign
yoga-layout-prebuilt,1.10.0,af55dbeef0cd62c77a0e0af0648db00a,benign
react-native-avatar-crop,1.3.2,f8a0f226cfafff35a3be9f6ad1d862a9,benign
react-native-avatar-crop,1.2.3,bbd3f9d6cfb9b7d6902e55ef9d7ba042,benign
react-native-avatar-crop,1.3.3,64de2d9bff73886b75b7bd08fd787a6b,benign
react-native-avatar-crop,0.0.7,0f51c7a132f7b6ee0bba6472fa977b34,benign
react-native-avatar-crop,1.0.6,faa952212a433deac86bdb5562bde447,benign
react-native-avatar-crop,1.3.5,45a578b0a2f94e8959491ee6d4136880,benign
react-native-avatar-crop,0.0.1,b410bae90a97403ad099f00177f0e1b0,benign
react-native-avatar-crop,0.0.5,eb6c5e3af17efc478b8efac85d70e5da,benign
react-native-avatar-crop,1.3.1,36829ee655ff0bfaa157cba2d06c0054,benign
react-native-avatar-crop,0.0.2,ccaccc13940c04b6e79a6b0d0a7e9ccd,benign
react-native-avatar-crop,0.0.3,646e738523ccd41842e6809d67edf5f8,benign
react-native-avatar-crop,1.0.5,8b9a801088cc2213ce5100fddb837b44,benign
react-native-avatar-crop,1.1.1,78b655e8c1956a57cbf01d9e3fe2e066,benign
react-native-avatar-crop,1.0.4,71dcf169f66e6d490de82e7439094d0b,benign
react-native-avatar-crop,0.0.4,f1029eef1ef422667cd102a5d43397ef,benign
react-native-avatar-crop,0.0.6,c5009a29f91c893af4dc02e37c9c0e6e,benign
react-native-avatar-crop,1.0.2,d8ba10a66d433fec254d05ba7261f2b2,benign
react-native-avatar-crop,1.3.0,634363c81f36ddc88739b274c4084785,benign
react-native-avatar-crop,1.2.1,17d931a62af1be31636198277bdabe8a,benign
react-native-avatar-crop,1.2.2,bbd3f9d6cfb9b7d6902e55ef9d7ba042,benign
react-native-avatar-crop,1.1.0,0f859e16be2a18c43d3fcbfeac30f8dd,benign
react-native-avatar-crop,1.2.0,d32e2af611d9c7d37705c2a60724cf2c,benign
react-native-avatar-crop,1.0.1,a1a67d8a3bbfbe3256d79745c81de358,benign
react-native-avatar-crop,1.2.4,5893f16ae07523027ac32bd6c2fbb54d,benign
react-native-avatar-crop,1.0.0,0f51c7a132f7b6ee0bba6472fa977b34,benign
react-native-avatar-crop,1.3.4,8f799ace0e96532a7fd70363a925ef2f,benign
react-native-avatar-crop,1.0.3,71dcf169f66e6d490de82e7439094d0b,benign
@firebase@logger,0.4.4,3e6dc77e57ffbe84317172cf130d90d2,benign
@lexical@selection,0.21.0,d41eeb80e0a0287532befccfb2691422,benign
@monorepo-utils@package-utils,2.10.4,1d03817589902aa3c257021b8680175e,benign
fs2,0.3.15,794661fb4969ad44efd8651a32f5777f,benign
scroool,0.1.6,1b2f63c5620fec16089b6ef1b121128e,benign
scroool,0.1.1,b99207b2855f44d54da792eb529f4e4d,benign
scroool,0.1.5,7a2e3d871e411055637969be6f0c9641,benign
scroool,0.1.2,01eae43569cbafc96212bc44cb35048d,benign
scroool,0.1.0,95f4fbc67728c58ca9e3a76903b7ec45,benign
scroool,0.1.3,558c9c0374f0789e2bcc9bdba75d4868,benign
scroool,0.1.4,f043a87ea7133a04b70aab9c98913555,benign
package-hash,4.0.0,fccc7e03f2b88b011605d950f66c0df4,benign
@aws-sdk@middleware-logger,3.709.0,7d377eca9109f45945f227d5d80a4f80,benign
@types@npm-package-arg,6.1.4,94c0b35c3c65118ad00bb1602251c65f,benign
@lexical@rich-text,0.21.0,eee0af09cfe348ada2d51baf64b0cbd6,benign
pensi-scheduler,0.0.7,48fcaf172567fa1f13a6b65fd0d67d62,benign
pensi-scheduler,0.0.1,f7b160673fdee2b6199dac2a4e39e2db,benign
pensi-scheduler,0.0.5,b4669fe10d5a7e5985c3c16aaabc3bcf,benign
pensi-scheduler,0.0.2,ebec69f2dbd55c28340d4d9a838c1c4c,benign
pensi-scheduler,0.0.8,ddaa3a2496a88cf4d98240e0a797503f,benign
pensi-scheduler,0.0.3,b4669fe10d5a7e5985c3c16aaabc3bcf,benign
pensi-scheduler,1.1.1,cbd8da27f7198ad9c2e50ec73b04154c,benign
pensi-scheduler,1.1.2,401a6c1fd75bf1329c6621df263e533b,benign
pensi-scheduler,0.0.4,d46e832ffe02881f4a36fa2486fdd081,benign
pensi-scheduler,0.0.6,42207749a55f36d164936f08f1fa950f,benign
@smithy@hash-node,3.0.11,3d5c3956475d00e08e07155a1fa830b3,benign
@lexical@clipboard,0.21.0,250b2b77f653de90f5911fdd4b571236,benign
@lexical@history,0.21.0,340ef22378549c56223eca7ec93383a2,benign
@wordpress@npm-package-json-lint-config,5.14.0,583ccfc43d8ae617fe468a268d4159fc,benign
@pnpm@package-is-installable,1000.0.1,c5ac502f9b075bac0bd7e58e0b35a5f2,benign
@jaynishb@jaynish,1,44c3583066d8361b6a089070bb37975c,benign
@jaynishb@jaynish,0,d41d8cd98f00b204e9800998ecf8427e,benign
ip,2.0.1,3a1c25f3559e1938bface2af2ce76ec1,benign
nacara,0.1.6,e40ba4aac007b5abd13cdc0e8ce276f0,benign
nacara,0.1.1,3630f1a69ecfb3355b99a6e544cbc175,benign
nacara,0.1.5,55541d325e9012fd7ac49eb8384fb23a,benign
nacara,0.2.1,c8e110206ea723aef1f874cedd536901,benign
nacara,0.4.1,bbea8ad30100d60d0cd322ad55a1286d,benign
nacara,0.3.0,ffc409b6035c324da21e808fe51e791c,benign
nacara,0.4.0,68c23db1e3b2aec8fd722451fe80407e,benign
nacara,0.1.2,7a33eea3abf230921a915bc3878435da,benign
nacara,0.1.0,873ec69143b9af2a1bc2f7a5df031729,benign
nacara,0.2.0,594d45a5dc5ae368f168e5d4b8b868a4,benign
nacara,0.1.3,9494637bb8c27211f1011b290201c62f,benign
nacara,0.1.4,1a1a527a7d6f219089ce620c93cdbff2,benign
@expo@ngrok-bin,2.3.42,c388ccf2df389ab044eabcc23d58bda1,benign
iie-viz,1.0.2,2a66afb189784001bae33c46f164b573,benign
iie-viz,1.0.1,4607a3fe1fc63de41b6a143ceaf45b67,benign
iie-viz,1.0.0,92d857666614bc6ed743fb006d0d7772,benign
iie-viz,1.0.3,a51b09bcaad1ab2aa9b4435ad96c437c,benign
package-name-regex,4.0.0,6d6f36bc7b5fb7fa7eee8966458819a7,benign
npm,10.9.2,dff9cbb583f72b5aa77e0f204e86f58c,benign
@firebase@performance-compat,0.2.11,4df892b56c460dbdbe7f8d26deb2a0c5,benign
clean-package,2.2.0,21681cbbe3a7b2815bb0778d70323124,benign
@lokalise@package-vite-config,3.1.1,ee800915c7c10a1da7f308b57b6b1ce9,benign
grunt-radic,0,393727d671ba22ac1e98d36044717b32,benign
@fluffy-mods@mod-cli,1.0.2,0034106caf5ad001b6251c08db670ced,benign
@fluffy-mods@mod-cli,1.0.1,05596c52f73784d37610e965cd7ed3d4,benign
@fluffy-mods@mod-cli,1.0.0,26205c4cc944ef5225277ab6ddf63d93,benign
@fluffy-mods@mod-cli,1.0.3,e6c4b79511b5cb596a7ada3730dd0ab0,benign
@statoscope@webpack-stats-extension-package-info,5.28.3,0fc170fe965aa0e20dc54f4488f95d5e,benign
tar-pack,3.4.1,23e995ee27ec41a43b97aab1b50155bc,benign
@pyroscope@nodejs,0.4.1,c1e501d20e44d36912c5d5c6baa00c66,benign
nginxbeautifier,1.0.15,a12a52f6411f76334f9dd5cfccdcd2f2,benign
nginxbeautifier,1.0.10,76537813725ce51a592c876c23f4fc00,benign
nginxbeautifier,1.0.6,453d5ab969777a36b874d5dcf7ffee1d,benign
nginxbeautifier,1.0.19,33f8b5aef1b7461bbd78750e588daee6,benign
nginxbeautifier,1.0.7,5b461c58685e145db5afae72ea643a29,benign
nginxbeautifier,1.0.18,828cba1d21deafb230954f67f17dbb63,benign
nginxbeautifier,1.0.16,7c1890977d6307f3eda7abd5dc5b8059,benign
nginxbeautifier,1.0.8,981fc8fe94b092ae5fed408b1403bab2,benign
nginxbeautifier,1.0.17,cd5c6936e49b05524e114f1e612f92e1,benign
nginxbeautifier,1.0.4,beeb28100e5d03fca7bf42fe393d08aa,benign
nginxbeautifier,1.0.12,5063db828db4f75bc6993175e024fb37,benign
nginxbeautifier,1.0.2,cf22de872a3bed4581c514782c521fab,benign
nginxbeautifier,1.0.9,5336d970c8f1df1a12da37db675e2c66,benign
nginxbeautifier,1.0.1,93e2baa0b238736c5653110ec39940bc,benign
nginxbeautifier,1.0.13,79f4865b81a95a4e21b5704d78b2ed6c,benign
nginxbeautifier,1.0.0,35f58cc34612537c8255edf9d4e51b66,benign
nginxbeautifier,1.0.3,b6bfa1fcd31cd919ca53d55a8f559e9f,benign
tmp-promise,3.0.3,81aeee3af645dc3c1d97fa57f0374b4e,benign
eslint-config-airbnb-standard,1.3.2,5b750c97da393f400ccb6c15d9a2e227,benign
eslint-config-airbnb-standard,1.3.12,c5f46c14309fa986b7661986df22bcc9,benign
eslint-config-airbnb-standard,1.2.3,951d933c824183cc060b901f07889c4d,benign
eslint-config-airbnb-standard,2.1.5,f278fb7ea409e10c63d6694dd12d54c1,benign
eslint-config-airbnb-standard,1.2.6,42e56c93301e494a1f8f35016f44a553,benign
eslint-config-airbnb-standard,1.3.3,a3baaa86d7957510bada67bddef86efe,benign
eslint-config-airbnb-standard,1.3.7,a3baaa86d7957510bada67bddef86efe,benign
eslint-config-airbnb-standard,1.3.6,c5f46c14309fa986b7661986df22bcc9,benign
eslint-config-airbnb-standard,1.3.5,749a90934502cd43fe74cd70def4dac9,benign
eslint-config-airbnb-standard,2.1.3,8bff2fd63c4bd4bd5628220f5ab9e445,benign
eslint-config-airbnb-standard,1.2.5,b9454fd18c4ee5133c503c8cdc6e96af,benign
eslint-config-airbnb-standard,3.0.0,4d16bcf09215ca2403a5b374fcdc1962,benign
eslint-config-airbnb-standard,1.6.4,68981cb027d9271d290d9f3c6a246f7a,benign
eslint-config-airbnb-standard,2.1.4,4027f48fb2b6c19a1a6a1afbe84cc3a0,benign
eslint-config-airbnb-standard,1.6.0,658d1287e354b925ea3343fe07faccfe,benign
eslint-config-airbnb-standard,1.3.1,7a554cfc63feac735b91d2897c5df78e,benign
conventional-changelog-core,8.0.0,56cd5022b38b3d1c81e3eea77664c3fb,benign
jasmin,0.0.1,48eba850d68fc39707c022f8150cb357,benign
jasmin,0.0.2,4893c5d2bba24004d9794b821e823891,benign
@pulumi@docker,4.5.8,bf6ca1029217f6cbf467921ec5fdb1b6,benign
@redocly@config,0.19.2,2c046776886985716239b3efc0269095,benign
appium-webdriveragent,8.12.0,0a7b1dea819656c6ff42afef48cfc54c,benign
@mikro-orm@seeder,6.4.1,0f28759a461bba83416fe5877f105513,benign
impala,1.1.6,f1601440d00bd2988b9a76b65ef3d00b,benign
impala,1.1.1,4e1dce7a5dc8d552ab82b9c30803ab85,benign
impala,1.1.2,a6e47a72da403db2aad81cb199d35ae2,benign
impala,1.1.4,90981ef31fcb22cdbcf85f0c0271a742,benign
impala,1.1.3,0436305d28a9a5670955609a6c076837,benign
impala,1.0.2,1ef30a46165cbc75998d8a104a78bb95,benign
impala,1.1.0,38066aa67e475a374b93992242993d7f,benign
impala,1.0.1,6db8d55e0b700eccf39826c87e1822ac,benign
impala,1.1.5,8d5ae607b841866cc5f7fa638d40f000,benign
impala,1.0.0,bf24a7e8e0ea15023fb13a5ae8088a0e,benign
impala,1.0.3,61669f6afc2720d55cca4c744d3ce29c,benign
snyk-try-require,2.0.2,7c27cc26e89b679a4735e44115302cf3,benign
@antfu@install-pkg,0.5.0,ef18716037b2494de4a0f3fe1b279ae0,benign
simple-svelte-skeleton,1.0.5,6000829d7403d3afc5c8cc8c81a52c64,benign
simple-svelte-skeleton,1.0.4,73d219c344d42a9ae05413eaac553488,benign
simple-svelte-skeleton,1.0.2,cc543ab402f58284e61be7041b0526f4,benign
simple-svelte-skeleton,1.0.1,7ee13b21551158e6fca4a0ae831837a7,benign
simple-svelte-skeleton,1.0.0,742f8fa83a61184e01023e86e037cb0a,benign
simple-svelte-skeleton,1.0.3,e207f427fcc5e2cc61ccea26e7c66d17,benign
@progress@kendo-react-labels,9.1.0,80d282c06f5756bc90e9cc4919ec5aff,benign
@npmcli@run-script,9.0.2,024d8ed97a89a5e922bd05d2d420fd6e,benign
license-checker,25.0.1,e6912440a356eadbb18eb7be168b527c,benign
google-libphonenumber,3.2.40,812649fbcb0f875d4c72b80b46987b21,benign
java-invoke-local,0.0.6,5923a7e00a0350f6b01eb52de46e42f4,benign
eslint-scope,3.7.3,6a64adf7193daa7fa5a4a46f3d0303c2,benign
eslint-scope,3.7.1,6a64adf7193daa7fa5a4a46f3d0303c2,benign
eslint-scope,7.2.1,635504de4a70ce1230dcf65d2694fe93,benign
eslint-scope,7.2.2,c25a9cf502f6b8ddaf3cabb355c8e4a3,benign
eslint-scope,5.1.0,29c2c418535700f4c0cea2b1b68b649a,benign
eslint-scope,8.0.2,8210179aa2994a01e0c1bbe050053c72,benign
eslint-scope,6.0.0,779631c4587b73d9775817b0eab9d03d,benign
eslint-scope,8.0.1,4a15b85f31b3505245cef242135ab67b,benign
eslint-scope,7.2.0,1e5ac8440f35a4fb9dae9159d7f9e0dc,benign
eslint-scope,7.1.0,8ad8c4fabc2c51422a76419f673842c4,benign
eslint-scope,8.2.0,d07e13a11dd14ffc60a336ba0952fd1e,benign
eslint-scope,4.0.1,5c5d663f7bb432a02c3e21f71746c798,benign
eslint-scope,4.0.0-rc.0,f40f4e26f0f6bac9e0170d00b33d847f,benign
eslint-scope,7.1.1,ba19b402fb2252bb345af5aae6c632be,benign
eslint-scope,3.7.0,dad0512bc4ad7e0fa1b91d72965de18e,benign
